Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344044086355401,Well   Q-208 LANDFILL TEST HOLE-CITY OF HUNTSVILLE,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020503,,,34.6789800600655,-86.5983262387932,NAD83,34.6789800600655,-86.5983262387932,NAD83,,659088f1-7f10-4a9c-9d59-623efb57aea4,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1974-05-08,10:10:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,7665a694-409d-475e-a6e4-a769138b2c7b,24.0,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71851,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-333737087310101,Well FT-25 W E ATKINS Fayette Cnty AL,Well,,Alabama,United States of America,Fayette County,US,AL,,03160112,031601120201,,,33.6270564836881,-87.5169505608021,NAD83,33.6270564836881,-87.5169505608021,NAD83,,b08056c3-947a-4a5d-8942-12ba341f3933,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1980-05-28,08:30:00,CDT,,,,61.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Kjeldahl nitrogen,"Total ammonia (NH4+ and NH3) plus organic nitrogen as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,3279c037-b005-4028-af56-713e81b5f338,0.32,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00625,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-333322087335701,Well (TW7 DOLLAR WELL) Tuscaloosa Cnty AL,Well,,Alabama,United States of America,Tuscaloosa County,US,AL,,03160112,031601120406,,,33.5562238761334,-87.5658403690733,NAD83,33.5562238761334,-87.5658403690733,NAD83,,f83aac7b-6a29-4be7-bf5f-c40a2ba3faf2,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1979-10-19,13:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total nitrogen (nitrate + nitrite + total ammonia + organic nitrogen) as nitrogen, water, unfiltered, calculated",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,e6b1ccf1-d4ec-4114-9dd2-798f531d7c61,0.32,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00600,Pottsville Formation
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322315086141501,Well NAWQA LUSRC1-29 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.3873055555556,-86.2379166666667,NAD83,32.3873055555556,-86.2379166666667,NAD83,,c294cb8b-81f6-43fd-a0ef-e59373c92ff7,,"Sample - Routine, with an associated replicate",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"A-0070078 3 drops hcl, voc3hc150c, exp 1/13/00",,,,,,,,,,,,2000-01-06,14:00:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,cdb9ad99-a972-46de-bb1e-31c155c93709,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.026,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-331107088180302,Well  P 26 331107088180302 Pickens Cnty AL,Well,,Alabama,United States of America,Pickens County,US,AL,,03160106,031601060505,,,33.1854015052692,-88.3008678559955,NAD83,33.1854015052692,-88.3008678559955,NAD83,,eda326c3-309f-411a-b96f-04c6c5699f1e,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1975-06-04,13:50:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,e6b1daf3-7cde-484a-94cb-7f1e6a2a8d4e,0.07,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,Holocene Alluvium
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-332357087524301,Well J-18 Pickens County Al,Well,,Alabama,United States of America,Pickens County,US,AL,,03160107,031601070205,,,33.3990277777778,-87.8786111111111,NAD83,33.3990277777778,-87.8786111111111,NAD83,,be83afc7-b8df-4116-be87-18b26bc29516,,"Sample - Routine, regular",Water,Groundwater,,,,,L-2280114 Samples were received chilled at the WHOI lab,,,,,,,,,,,,2013-08-15,11:00:00,CDT,,,,,,,,,,,,8040,USDOI/USGS,Spigot,,Point / Grab: Spigot,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,0856306a-9b44-430d-9452-c9718576fb65,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.01,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Long Term Method Detection Level,0.010,mg/L,Quantitation limit value of the specified type,,,,,,SHC02,USDOI/USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"DESCRIPTION: Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 125-132. | USGS | I-2522-90 |<--->| Harfmann, R.G., and Crouch, J.D., 1989, Kinetic study of Berthelot reaction steps in the absence and presence of coupling reagents: Talanta, v. 36, p. 261-269. |<--->| Krom, M.D., 1980, Spectrophotometric determination of ammonia--A study of a modified Berthelot reaction using salicylate and dichloroisocyanurate: Analyst, v. 105, p. 305-316. |<--->| Patton, C.J., and Crouch, S.R., 1977, Spectrophotometric and kinetics investigation of the Berthelot reaction for the determination of ammonia: Analytical Chemistry, v. 49, p. 464-469.",,,,"USGS-National Water Quality Lab, Denver, CO",2013-08-19,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00608,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-324633088095501,Well I-21  SOUTHERN FED. OF COOPERATIVES,Well,,Alabama,United States of America,Sumter County,US,AL,,03160202,,,,32.7759651422685,-88.1653026570333,NAD83,32.7759651422685,-88.1653026570333,NAD83,,c1f2d5e5-a892-4482-ae1b-87922c829d41,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1973-07-18,,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,a301cc26-4604-490e-8e07-d63eaf783a47,0.60,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Gordo Formation
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344616087574201,Well  (E-69) U.S. GEOL. SURVEY Colbert Cnty AL,Well,,Alabama,United States of America,Colbert County,US,AL,,06030005,060300051002,,,34.7712006096878,-87.9617026131707,NAD83,34.7712006096878,-87.9617026131707,NAD83,,461318f2-2df8-4d63-b638-b0c1697d202d,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1959-03-29,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,42ec2275-c034-4b15-a726-c116d6fc7809,0.10,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Tuscumbia Limestone
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322332086133401,Well NAWQA LUSRC1-4 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.3924166666667,-86.2261111111111,NAD83,32.3924166666667,-86.2261111111111,NAD83,,61cb3484-7781-497d-9aa5-6bcbd749ba09,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"L-3070043 GCC's, LC0113, and GCV samples found in various prep labs. Added sample types to requests.-RR added FCC, FU, login missed, paa, 11/19/99",,,,,,,,,,,,1999-11-02,14:15:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Nitrite,"Nitrite as nitrogen, water, filtered",14797-65-0,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,cc853e18-c36e-4b03-8dd7-06960447f75d,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.010,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,CL041,USDOI/USGS,"Nutrients, wf, colorimetric",,"DESCRIPTION: Nutrients, water filtered, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 143-148. | USGS | I-2540-90",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00613,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-304326088151801,Well AA 4 Mobile Cnty AL,Well,,Alabama,United States of America,Mobile County,US,AL,,03170008,031700080502,,,30.7240779340746,-88.2550055344874,NAD83,30.7240779340746,-88.2550055344874,NAD83,,450fa13b-d056-4757-8117-afbc473852a1,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-1950035 2 drops 1:1 HCl added to sch2020,,,,,,,,,,,,2011-07-13,15:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Nitrite,"Nitrite as nitrogen, water, filtered",14797-65-0,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,617bfce0-15d6-4b69-a662-63ddd5bd754f,,,,Accepted,,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: OWQ TM 2010.07 (RLC: IRL => LT-MDL)",Censoring Level,0.001,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,Long Term Method Detection Level,0.0010,mg/L,Quantitation limit value of the specified type,,,,,,DZ001,USDOI/USGS,"Nitrite, wf, DA, diazo",,"DESCRIPTION: Nitrite, filtered water, discrete analyzer, diazotization and colorimetry (formerly Mcode 00049); CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, 217 p., https://pubs.er.usgs.gov/publication/ofr93125 | USGS ",,,,"USGS-National Water Quality Lab, Denver, CO",2011-07-18,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00613,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322836086161801,Well NAWQA LUSCR1-20 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.47675,-86.2715,NAD83,32.47675,-86.2715,NAD83,,da7e9347-43b8-49df-9035-7f27b50830f6,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-1790126 doc/agf,,,,,,,,,,,,2001-06-27,13:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,4f367967-b7b6-4eb5-9cda-e29468566a52,3.43,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,Holocene Alluvium
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-332441087271301,Well (TW17 GULF STATES WELL 1) Tuscaloosa Cnty,Well,,Alabama,United States of America,Tuscaloosa County,US,AL,,03160112,031601120501,,,33.4115033136819,-87.4536142943565,NAD83,33.4115033136819,-87.4536142943565,NAD83,,8d5d77f1-8fc1-4488-83df-90c710953e1a,,"Sample - Routine, regular",Water,Groundwater,,,,"USGS-Atlanta Central Laboratory, GA",,,,,,,,,,,,,1982-06-03,13:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Phosphorus,"Phosphorus as orthophosphate, water, unfiltered",7723-14-0,as PO4,Unfiltered,,,,,,,,,,,,,,,,,,,fd6f5f30-43d6-41f9-8e09-7f68db155d5f,0.37,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71886,Pottsville Formation
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344013086360001,Well   Q-202 LANDFILL TEST WELL-CITY OF HUNTSVILLE,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020503,,,34.6703689838232,-86.5999929510576,NAD83,34.6703689838232,-86.5999929510576,NAD83,,92963854-53d1-4600-855a-8f26efddaaa0,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1974-08-15,14:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,b24eda49-b9e3-4cf2-8a61-56e113755466,0.03,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-335110087342601,Well FLD. NO. 5-18 Fayette Cnty AL,Well,,Alabama,United States of America,Fayette County,US,AL,,03160107,031601070105,,,33.8528854802876,-87.573901978241,NAD83,33.8528854802876,-87.573901978241,NAD83,,e746c131-b6a2-4616-8bf6-405aceda1661,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1980-05-13,13:00:00,CDT,,,,125.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,da5253c3-231c-41b8-a351-da7a4650a8c7,0.150,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00610,Pottsville Formation
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344020086253501,Well   Q-203 LANDFILL TEST WELL-CITY OF HUNTSVILLE,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020404,,,34.67231211106,-86.4263765463104,NAD83,34.67231211106,-86.4263765463104,NAD83,,d989ad4b-60c1-4a7b-b24c-9a0398c4ad47,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1973-10-30,12:15:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as nitrogen, water, unfiltered",,as N,Unfiltered,,,,,,,,,,,,,,,,,,,28e889bb-d03a-45e4-9330-805a3f57d2f5,0.640,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00610,
USGS,U.S. Geological Survey,"[""USGS"",""A0A35""]",,,,,,USGS-344150086523401,EHR-SUS14,Well,,Alabama,United States of America,Limestone County,US,AL,,06030002,060300020703,,,34.6970833333333,-86.8760638888889,NAD83,34.6970833333333,-86.8760638888889,NAD83,,b33022a9-4bd4-4965-aa36-79be2c05fb9a,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,MM-54925A,,,,,,,,,,,,2018-08-15,10:00:00,CDT,,,,,,,,,,,,8010,USDOI/USGS,Other,,Point / Grab: Other,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Nitrate,"Nitrate as nitrogen, water, unfiltered, field",14797-55-8,as N,Unfiltered,,,,,,,,,,,,,,,,,,,ead2e19b-4712-424e-8002-94eb6ec0e12d,8.1,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,99124,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-304918088152501,Well X14 Mobile Cnty AL,Well,,Alabama,United States of America,Mobile County,US,AL,,03160204,,,,30.8218531351392,-88.2569503714645,NAD83,30.8218531351392,-88.2569503714645,NAD83,,ef4db567-e74a-4025-8809-64c8c5dada70,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-2240132 2 drops 1:1 HCl added to Sch 2020,,,,,,,,,,,,2011-08-11,10:45:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total nitrogen (nitrate + nitrite + total ammonia + organic nitrogen) as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,cacd3423-3d11-445e-8d67-7282ef0de5ec,2.00,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,Long Term Method Detection Level,0.05,mg/L,Quantitation limit value of the specified type,,,,,,CL063,USDOI/USGS,"Nutrients, wf, FCC,persulfate,CF",,"DESCRIPTION: Nutrients, filtered water, alkaline-persulfate digestion, continuous flow (CF) colorimetry; CITATION(S): Patton, C.J., Kryskalla. J.R., 2003, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Evaluation of alkaline persulfate digestion as an alternative to Kjeldahl digestion for determination of total and dissolved nitrogen and phosphorus in water: U.S. Geological Survey Water-Resources Investigations Report 03-4174, 33 p. | USGS | I-2650-03",,,,"USGS-National Water Quality Lab, Denver, CO",2011-08-23,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,62854,
